oldname,species,island,site.lot,oldID,FinalNames,scannedby
steadmani,steadmani,SC,CAS38052,A2Zsteadmani@@@38052@@@RAD2015120305 copy 10.jpg,A2Zsteadmani@@@38052@@@RAD2015120305 copy 10.jpg,A2Z
steadmani,steadmani,SC,CAS38052,A2Zsteadmani@@@38052@@@RAD2015120305 copy 11.jpg,A2Zsteadmani@@@38052@@@RAD2015120305 copy 11.jpg,A2Z
steadmani,steadmani,SC,CAS38052,A2Zsteadmani@@@38052@@@RAD2015120305 copy 12.jpg,A2Zsteadmani@@@38052@@@RAD2015120305 copy 12.jpg,A2Z
steadmani,steadmani,SC,CAS38052,A2Zsteadmani@@@38052@@@RAD2015120305 copy 13.jpg,A2Zsteadmani@@@38052@@@RAD2015120305 copy 13.jpg,A2Z
steadmani,steadmani,SC,CAS38052,A2Zsteadmani@@@38052@@@RAD2015120305 copy 14.jpg,A2Zsteadmani@@@38052@@@RAD2015120305 copy 14.jpg,A2Z
steadmani,steadmani,SC,CAS38052,A2Zsteadmani@@@38052@@@RAD2015120305 copy 15.jpg,A2Zsteadmani@@@38052@@@RAD2015120305 copy 15.jpg,A2Z
steadmani,steadmani,SC,CAS38052,A2Zsteadmani@@@38052@@@RAD2015120305 copy 16.jpg,A2Zsteadmani@@@38052@@@RAD2015120305 copy 16.jpg,A2Z
steadmani,steadmani,SC,CAS38052,A2Zsteadmani@@@38052@@@RAD2015120305 copy 17.jpg,A2Zsteadmani@@@38052@@@RAD2015120305 copy 17.jpg,A2Z
steadmani,steadmani,SC,CAS38052,A2Zsteadmani@@@38052@@@RAD2015120305 copy 18.jpg,A2Zsteadmani@@@38052@@@RAD2015120305 copy 18.jpg,A2Z
steadmani,steadmani,SC,CAS38052,A2Zsteadmani@@@38052@@@RAD2015120305 copy 19.jpg,A2Zsteadmani@@@38052@@@RAD2015120305 copy 19.jpg,A2Z
steadmani,steadmani,SC,CAS38052,A2Zsteadmani@@@38052@@@RAD2015120305 copy 2.jpg,A2Zsteadmani@@@38052@@@RAD2015120305 copy 2.jpg,A2Z
steadmani,steadmani,SC,CAS38052,A2Zsteadmani@@@38052@@@RAD2015120305 copy 20.jpg,A2Zsteadmani@@@38052@@@RAD2015120305 copy 20.jpg,A2Z
steadmani,steadmani,SC,CAS38052,A2Zsteadmani@@@38052@@@RAD2015120305 copy 3.jpg,A2Zsteadmani@@@38052@@@RAD2015120305 copy 3.jpg,A2Z
steadmani,steadmani,SC,CAS38052,A2Zsteadmani@@@38052@@@RAD2015120305 copy 4.jpg,A2Zsteadmani@@@38052@@@RAD2015120305 copy 4.jpg,A2Z
steadmani,steadmani,SC,CAS38052,A2Zsteadmani@@@38052@@@RAD2015120305 copy 5.jpg,A2Zsteadmani@@@38052@@@RAD2015120305 copy 5.jpg,A2Z
steadmani,steadmani,SC,CAS38052,A2Zsteadmani@@@38052@@@RAD2015120305 copy 6.jpg,A2Zsteadmani@@@38052@@@RAD2015120305 copy 6.jpg,A2Z
steadmani,steadmani,SC,CAS38052,A2Zsteadmani@@@38052@@@RAD2015120305 copy 7.jpg,A2Zsteadmani@@@38052@@@RAD2015120305 copy 7.jpg,A2Z
steadmani,steadmani,SC,CAS38052,A2Zsteadmani@@@38052@@@RAD2015120305 copy 8.jpg,A2Zsteadmani@@@38052@@@RAD2015120305 copy 8.jpg,A2Z
steadmani,steadmani,SC,CAS38052,A2Zsteadmani@@@38052@@@RAD2015120305 copy 9.jpg,A2Zsteadmani@@@38052@@@RAD2015120305 copy 9.jpg,A2Z
tanneri,tanneri,SC,SC15-15,A2Ztanneri@@@ SC15-15-01.jpg,A2Ztanneri@@@ SC15-15-01.jpg,A2Z
tanneri,tanneri,SC,SC15-15,A2Ztanneri@@@ SC15-15-02.jpg,A2Ztanneri@@@ SC15-15-02.jpg,A2Z
tanneri,tanneri,SC,SC15-15,A2Ztanneri@@@ SC15-15-03.jpg,A2Ztanneri@@@ SC15-15-03.jpg,A2Z
tanneri,tanneri,SC,SC15-15,A2Ztanneri@@@ SC15-15-04.jpg,A2Ztanneri@@@ SC15-15-04.jpg,A2Z
tanneri,tanneri,SC,SC15-15,A2Ztanneri@@@ SC15-15-05.jpg,A2Ztanneri@@@ SC15-15-05.jpg,A2Z
tanneri,tanneri,SC,SC15-15,A2Ztanneri@@@ SC15-15-06.jpg,A2Ztanneri@@@ SC15-15-06.jpg,A2Z
tanneri,tanneri,SC,SC15-15,A2Ztanneri@@@ SC15-15-07.jpg,A2Ztanneri@@@ SC15-15-07.jpg,A2Z
tanneri,tanneri,SC,SC15-15,A2Ztanneri@@@ SC15-15-08.jpg,A2Ztanneri@@@ SC15-15-08.jpg,A2Z
tanneri,tanneri,SC,SC15-15,A2Ztanneri@@@ SC15-15-09.jpg,A2Ztanneri@@@ SC15-15-09.jpg,A2Z
tanneri,tanneri,SC,SC15-15,A2Ztanneri@@@ SC15-15-10.jpg,A2Ztanneri@@@ SC15-15-10.jpg,A2Z
tanneri,tanneri,SC,SC15-15,A2Ztanneri@@@ SC15-15-11.jpg,A2Ztanneri@@@ SC15-15-11.jpg,A2Z
tanneri,tanneri,SC,SC15-15,A2Ztanneri@@@ SC15-15-12.jpg,A2Ztanneri@@@ SC15-15-12.jpg,A2Z
tanneri,tanneri,SC,SC15-15,A2Ztanneri@@@ SC15-15-13.jpg,A2Ztanneri@@@ SC15-15-13.jpg,A2Z
tanneri,tanneri,SC,SC15-15,A2Ztanneri@@@ SC15-15-14.jpg,A2Ztanneri@@@ SC15-15-14.jpg,A2Z
tanneri,tanneri,SC,SC15-15,A2Ztanneri@@@ SC15-15-15.jpg,A2Ztanneri@@@ SC15-15-15.jpg,A2Z
tanneri,tanneri,SC,SC15-15,A2Ztanneri@@@ SC15-15-16.jpg,A2Ztanneri@@@ SC15-15-16.jpg,A2Z
tanneri,tanneri,SC,SC15-15,A2Ztanneri@@@ SC15-15-17.jpg,A2Ztanneri@@@ SC15-15-17.jpg,A2Z
tanneri,tanneri,SC,SC15-15,A2Ztanneri@@@ SC15-15-18.jpg,A2Ztanneri@@@ SC15-15-18.jpg,A2Z
tanneri,tanneri,SC,SC15-15,A2Ztanneri@@@ SC15-15-19.jpg,A2Ztanneri@@@ SC15-15-19.jpg,A2Z
tanneri,tanneri,SC,SC15-15,A2Ztanneri@@@ SC15-15-20.jpg,A2Ztanneri@@@ SC15-15-20.jpg,A2Z
tanneri edensis,olla,ED,CAS38018,A2Ztanneri edensis@@@038018@@@RAD2016011202 copy 1.jpg,A2Ztanneri edensis@@@038018@@@RAD2016011202 copy 1.jpg,A2Z
tanneri edensis,olla,ED,CAS38018,A2Ztanneri edensis@@@038018@@@RAD2016011202 copy 10.jpg,A2Ztanneri edensis@@@038018@@@RAD2016011202 copy 10.jpg,A2Z
tanneri edensis,olla,ED,CAS38018,A2Ztanneri edensis@@@038018@@@RAD2016011202 copy 11.jpg,A2Ztanneri edensis@@@038018@@@RAD2016011202 copy 11.jpg,A2Z
tanneri edensis,olla,ED,CAS38018,A2Ztanneri edensis@@@038018@@@RAD2016011202 copy 12.jpg,A2Ztanneri edensis@@@038018@@@RAD2016011202 copy 12.jpg,A2Z
tanneri edensis,olla,ED,CAS38018,A2Ztanneri edensis@@@038018@@@RAD2016011202 copy 13.jpg,A2Ztanneri edensis@@@038018@@@RAD2016011202 copy 13.jpg,A2Z
tanneri edensis,olla,ED,CAS38018,A2Ztanneri edensis@@@038018@@@RAD2016011202 copy 2.jpg,A2Ztanneri edensis@@@038018@@@RAD2016011202 copy 2.jpg,A2Z
tanneri edensis,olla,ED,CAS38018,A2Ztanneri edensis@@@038018@@@RAD2016011202 copy 3.jpg,A2Ztanneri edensis@@@038018@@@RAD2016011202 copy 3.jpg,A2Z
tanneri edensis,olla,ED,CAS38018,A2Ztanneri edensis@@@038018@@@RAD2016011202 copy 4.jpg,A2Ztanneri edensis@@@038018@@@RAD2016011202 copy 4.jpg,A2Z
tanneri edensis,olla,ED,CAS38018,A2Ztanneri edensis@@@038018@@@RAD2016011202 copy 5.jpg,A2Ztanneri edensis@@@038018@@@RAD2016011202 copy 5.jpg,A2Z
tanneri edensis,olla,ED,CAS38018,A2Ztanneri edensis@@@038018@@@RAD2016011202 copy 6.jpg,A2Ztanneri edensis@@@038018@@@RAD2016011202 copy 6.jpg,A2Z
tanneri edensis,olla,ED,CAS38018,A2Ztanneri edensis@@@038018@@@RAD2016011202 copy 7.jpg,A2Ztanneri edensis@@@038018@@@RAD2016011202 copy 7.jpg,A2Z
tanneri edensis,olla,ED,CAS38018,A2Ztanneri edensis@@@038018@@@RAD2016011202 copy 8.jpg,A2Ztanneri edensis@@@038018@@@RAD2016011202 copy 8.jpg,A2Z
tanneri edensis,olla,ED,CAS38018,A2Ztanneri edensis@@@038018@@@RAD2016011202 copy 9.jpg,A2Ztanneri edensis@@@038018@@@RAD2016011202 copy 9.jpg,A2Z
tanneri edensis,olla,ED,CAS38052,A2Ztanneri edensis@@@038052@@@RAD2015120306 copy 1.jpg,A2Ztanneri edensis@@@038052@@@RAD2015120306 copy 1.jpg,A2Z
tanneri edensis,olla,ED,CAS38052,A2Ztanneri edensis@@@038052@@@RAD2015120306 copy 10.jpg,A2Ztanneri edensis@@@038052@@@RAD2015120306 copy 10.jpg,A2Z
tanneri edensis,olla,ED,CAS38052,A2Ztanneri edensis@@@038052@@@RAD2015120306 copy 11.jpg,A2Ztanneri edensis@@@038052@@@RAD2015120306 copy 11.jpg,A2Z
tanneri edensis,olla,ED,CAS38052,A2Ztanneri edensis@@@038052@@@RAD2015120306 copy 12.jpg,A2Ztanneri edensis@@@038052@@@RAD2015120306 copy 12.jpg,A2Z
tanneri edensis,olla,ED,CAS38052,A2Ztanneri edensis@@@038052@@@RAD2015120306 copy 13.jpg,A2Ztanneri edensis@@@038052@@@RAD2015120306 copy 13.jpg,A2Z
tanneri edensis,olla,ED,CAS38052,A2Ztanneri edensis@@@038052@@@RAD2015120306 copy 14.jpg,A2Ztanneri edensis@@@038052@@@RAD2015120306 copy 14.jpg,A2Z
tanneri edensis,olla,ED,CAS38052,A2Ztanneri edensis@@@038052@@@RAD2015120306 copy 15.jpg,A2Ztanneri edensis@@@038052@@@RAD2015120306 copy 15.jpg,A2Z
tanneri edensis,olla,ED,CAS38052,A2Ztanneri edensis@@@038052@@@RAD2015120306 copy 2.jpg,A2Ztanneri edensis@@@038052@@@RAD2015120306 copy 2.jpg,A2Z
tanneri edensis,olla,ED,CAS38052,A2Ztanneri edensis@@@038052@@@RAD2015120306 copy 3.jpg,A2Ztanneri edensis@@@038052@@@RAD2015120306 copy 3.jpg,A2Z
tanneri edensis,olla,ED,CAS38052,A2Ztanneri edensis@@@038052@@@RAD2015120306 copy 4.jpg,A2Ztanneri edensis@@@038052@@@RAD2015120306 copy 4.jpg,A2Z
tanneri edensis,olla,ED,CAS38052,A2Ztanneri edensis@@@038052@@@RAD2015120306 copy 5.jpg,A2Ztanneri edensis@@@038052@@@RAD2015120306 copy 5.jpg,A2Z
tanneri edensis,olla,ED,CAS38052,A2Ztanneri edensis@@@038052@@@RAD2015120306 copy 6.jpg,A2Ztanneri edensis@@@038052@@@RAD2015120306 copy 6.jpg,A2Z
tanneri edensis,olla,ED,CAS38052,A2Ztanneri edensis@@@038052@@@RAD2015120306 copy 7.jpg,A2Ztanneri edensis@@@038052@@@RAD2015120306 copy 7.jpg,A2Z
tanneri edensis,olla,ED,CAS38052,A2Ztanneri edensis@@@038052@@@RAD2015120306 copy 8.jpg,A2Ztanneri edensis@@@038052@@@RAD2015120306 copy 8.jpg,A2Z
tanneri edensis,olla,ED,CAS38052,A2Ztanneri edensis@@@038052@@@RAD2015120306 copy 9.jpg,A2Ztanneri edensis@@@038052@@@RAD2015120306 copy 9.jpg,A2Z
tortuganus 1,tortuganus,SN,SN14-01,A2Ztortuganus 1@@@SN14-01-01.jpg,A2Ztortuganus 1@@@SN14-01-01.jpg,A2Z
tortuganus 1,tortuganus,SN,SN14-01,A2Ztortuganus 1@@@SN14-01-02.jpg,A2Ztortuganus 1@@@SN14-01-02.jpg,A2Z
tortuganus 1,tortuganus,SN,SN14-01,A2Ztortuganus 1@@@SN14-01-03.jpg,A2Ztortuganus 1@@@SN14-01-03.jpg,A2Z
tortuganus 1,tortuganus,SN,SN14-01,A2Ztortuganus 1@@@SN14-01-04.jpg,A2Ztortuganus 1@@@SN14-01-04.jpg,A2Z
tortuganus 1,tortuganus,SN,SN14-01,A2Ztortuganus 1@@@SN14-01-05.jpg,A2Ztortuganus 1@@@SN14-01-05.jpg,A2Z
tortuganus 1,tortuganus,SN,SN14-01,A2Ztortuganus 1@@@SN14-01-06.jpg,A2Ztortuganus 1@@@SN14-01-06.jpg,A2Z
tortuganus 1,tortuganus,SN,SN14-01,A2Ztortuganus 1@@@SN14-01-07.jpg,A2Ztortuganus 1@@@SN14-01-07.jpg,A2Z
tortuganus 1,tortuganus,SN,SN14-01,A2Ztortuganus 1@@@SN14-01-08.jpg,A2Ztortuganus 1@@@SN14-01-08.jpg,A2Z
tortuganus 1,tortuganus,SN,SN14-01,A2Ztortuganus 1@@@SN14-01-09.jpg,A2Ztortuganus 1@@@SN14-01-09.jpg,A2Z
tortuganus 1,tortuganus,SN,SN14-01,A2Ztortuganus 1@@@SN14-01-10.jpg,A2Ztortuganus 1@@@SN14-01-10.jpg,A2Z
tortuganus 1,tortuganus,SN,SN14-01,A2Ztortuganus 1@@@SN14-01-11.jpg,A2Ztortuganus 1@@@SN14-01-11.jpg,A2Z
tortuganus 1,tortuganus,SN,SN14-01,A2Ztortuganus 1@@@SN14-01-12.jpg,A2Ztortuganus 1@@@SN14-01-12.jpg,A2Z
tortuganus 1,tortuganus,SN,SN14-01,A2Ztortuganus 1@@@SN14-01-13.jpg,A2Ztortuganus 1@@@SN14-01-13.jpg,A2Z
tortuganus 1,tortuganus,SN,SN14-01,A2Ztortuganus 1@@@SN14-01-14.jpg,A2Ztortuganus 1@@@SN14-01-14.jpg,A2Z
tortuganus 1,tortuganus,SN,SN14-01,A2Ztortuganus 1@@@SN14-01-15.jpg,A2Ztortuganus 1@@@SN14-01-15.jpg,A2Z
tortuganus 1,tortuganus,SN,SN14-01,A2Ztortuganus 1@@@SN14-01-16.jpg,A2Ztortuganus 1@@@SN14-01-16.jpg,A2Z
tortuganus 1,tortuganus,SN,SN14-01,A2Ztortuganus 1@@@SN14-01-17.jpg,A2Ztortuganus 1@@@SN14-01-17.jpg,A2Z
tortuganus 1,tortuganus,SN,SN14-01,A2Ztortuganus 1@@@SN14-01-18.jpg,A2Ztortuganus 1@@@SN14-01-18.jpg,A2Z
tortuganus 1,tortuganus,SN,SN14-01,A2Ztortuganus 1@@@SN14-01-19.jpg,A2Ztortuganus 1@@@SN14-01-19.jpg,A2Z
tortuganus 1,tortuganus,SN,SN14-01,A2Ztortuganus 1@@@SN14-01-20.jpg,A2Ztortuganus 1@@@SN14-01-20.jpg,A2Z
tortuganus 2,tortuganus,SN,SN15-03,A2Ztortuganus 2@@@SN15-03-01.jpg,A2Ztortuganus 2@@@SN15-03-01.jpg,A2Z
tortuganus 2,tortuganus,SN,SN15-03,A2Ztortuganus 2@@@SN15-03-02.jpg,A2Ztortuganus 2@@@SN15-03-02.jpg,A2Z
tortuganus 2,tortuganus,SN,SN15-03,A2Ztortuganus 2@@@SN15-03-03.jpg,A2Ztortuganus 2@@@SN15-03-03.jpg,A2Z
tortuganus 2,tortuganus,SN,SN15-03,A2Ztortuganus 2@@@SN15-03-04.jpg,A2Ztortuganus 2@@@SN15-03-04.jpg,A2Z
tortuganus 2,tortuganus,SN,SN15-03,A2Ztortuganus 2@@@SN15-03-05.jpg,A2Ztortuganus 2@@@SN15-03-05.jpg,A2Z
tortuganus 2,tortuganus,SN,SN15-03,A2Ztortuganus 2@@@SN15-03-06.jpg,A2Ztortuganus 2@@@SN15-03-06.jpg,A2Z
tortuganus 2,tortuganus,SN,SN15-03,A2Ztortuganus 2@@@SN15-03-07.jpg,A2Ztortuganus 2@@@SN15-03-07.jpg,A2Z
tortuganus 2,tortuganus,SN,SN15-03,A2Ztortuganus 2@@@SN15-03-08.jpg,A2Ztortuganus 2@@@SN15-03-08.jpg,A2Z
tortuganus 2,tortuganus,SN,SN15-03,A2Ztortuganus 2@@@SN15-03-09.jpg,A2Ztortuganus 2@@@SN15-03-09.jpg,A2Z
tortuganus 2,tortuganus,SN,SN15-03,A2Ztortuganus 2@@@SN15-03-10.jpg,A2Ztortuganus 2@@@SN15-03-10.jpg,A2Z
tortuganus 2,tortuganus,SN,SN15-03,A2Ztortuganus 2@@@SN15-03-11.jpg,A2Ztortuganus 2@@@SN15-03-11.jpg,A2Z
tortuganus 2,tortuganus,SN,SN15-03,A2Ztortuganus 2@@@SN15-03-12.jpg,A2Ztortuganus 2@@@SN15-03-12.jpg,A2Z
tortuganus 2,tortuganus,SN,SN15-03,A2Ztortuganus 2@@@SN15-03-13.jpg,A2Ztortuganus 2@@@SN15-03-13.jpg,A2Z
tortuganus 2,tortuganus,SN,SN15-03,A2Ztortuganus 2@@@SN15-03-14.jpg,A2Ztortuganus 2@@@SN15-03-14.jpg,A2Z
tortuganus 2,tortuganus,SN,SN15-03,A2Ztortuganus 2@@@SN15-03-15.jpg,A2Ztortuganus 2@@@SN15-03-15.jpg,A2Z
tortuganus 2,tortuganus,SN,SN15-03,A2Ztortuganus 2@@@SN15-03-16.jpg,A2Ztortuganus 2@@@SN15-03-16.jpg,A2Z
tortuganus 2,tortuganus,SN,SN15-03,A2Ztortuganus 2@@@SN15-03-17.jpg,A2Ztortuganus 2@@@SN15-03-17.jpg,A2Z
tortuganus 2,tortuganus,SN,SN15-03,A2Ztortuganus 2@@@SN15-03-18.jpg,A2Ztortuganus 2@@@SN15-03-18.jpg,A2Z
tortuganus 2,tortuganus,SN,SN15-03,A2Ztortuganus 2@@@SN15-03-19.jpg,A2Ztortuganus 2@@@SN15-03-19.jpg,A2Z
tortuganus 2,tortuganus,SN,SN15-03,A2Ztortuganus 2@@@SN15-03-20.jpg,A2Ztortuganus 2@@@SN15-03-20.jpg,A2Z
unifasciatus,unifasciatus,FL,FL14-10,A2Zunifasciatus@@@FL14-10@@@RAD2015092312 copy 1.jpg,A2Zunifasciatus@@@FL14-10@@@RAD2015092312 copy 1.jpg,A2Z
unifasciatus,unifasciatus,FL,FL14-10,A2Zunifasciatus@@@FL14-10@@@RAD2015092312 copy 10.jpg,A2Zunifasciatus@@@FL14-10@@@RAD2015092312 copy 10.jpg,A2Z
unifasciatus,unifasciatus,FL,FL14-10,A2Zunifasciatus@@@FL14-10@@@RAD2015092312 copy 11.jpg,A2Zunifasciatus@@@FL14-10@@@RAD2015092312 copy 11.jpg,A2Z
unifasciatus,unifasciatus,FL,FL14-10,A2Zunifasciatus@@@FL14-10@@@RAD2015092312 copy 12.jpg,A2Zunifasciatus@@@FL14-10@@@RAD2015092312 copy 12.jpg,A2Z
unifasciatus,unifasciatus,FL,FL14-10,A2Zunifasciatus@@@FL14-10@@@RAD2015092312 copy 13.jpg,A2Zunifasciatus@@@FL14-10@@@RAD2015092312 copy 13.jpg,A2Z
unifasciatus,unifasciatus,FL,FL14-10,A2Zunifasciatus@@@FL14-10@@@RAD2015092312 copy 14.jpg,A2Zunifasciatus@@@FL14-10@@@RAD2015092312 copy 14.jpg,A2Z
unifasciatus,unifasciatus,FL,FL14-10,A2Zunifasciatus@@@FL14-10@@@RAD2015092312 copy 15.jpg,A2Zunifasciatus@@@FL14-10@@@RAD2015092312 copy 15.jpg,A2Z
unifasciatus,unifasciatus,FL,FL14-10,A2Zunifasciatus@@@FL14-10@@@RAD2015092312 copy 16.jpg,A2Zunifasciatus@@@FL14-10@@@RAD2015092312 copy 16.jpg,A2Z
unifasciatus,unifasciatus,FL,FL14-10,A2Zunifasciatus@@@FL14-10@@@RAD2015092312 copy 2.jpg,A2Zunifasciatus@@@FL14-10@@@RAD2015092312 copy 2.jpg,A2Z
unifasciatus,unifasciatus,FL,FL14-10,A2Zunifasciatus@@@FL14-10@@@RAD2015092312 copy 3.jpg,A2Zunifasciatus@@@FL14-10@@@RAD2015092312 copy 3.jpg,A2Z
unifasciatus,unifasciatus,FL,FL14-10,A2Zunifasciatus@@@FL14-10@@@RAD2015092312 copy 4.jpg,A2Zunifasciatus@@@FL14-10@@@RAD2015092312 copy 4.jpg,A2Z
unifasciatus,unifasciatus,FL,FL14-10,A2Zunifasciatus@@@FL14-10@@@RAD2015092312 copy 5.jpg,A2Zunifasciatus@@@FL14-10@@@RAD2015092312 copy 5.jpg,A2Z
unifasciatus,unifasciatus,FL,FL14-10,A2Zunifasciatus@@@FL14-10@@@RAD2015092312 copy 6.jpg,A2Zunifasciatus@@@FL14-10@@@RAD2015092312 copy 6.jpg,A2Z
unifasciatus,unifasciatus,FL,FL14-10,A2Zunifasciatus@@@FL14-10@@@RAD2015092312 copy 7.jpg,A2Zunifasciatus@@@FL14-10@@@RAD2015092312 copy 7.jpg,A2Z
unifasciatus,unifasciatus,FL,FL14-10,A2Zunifasciatus@@@FL14-10@@@RAD2015092312 copy 8.jpg,A2Zunifasciatus@@@FL14-10@@@RAD2015092312 copy 8.jpg,A2Z
unifasciatus,unifasciatus,FL,FL14-10,A2Zunifasciatus@@@FL14-10@@@RAD2015092312 copy 9.jpg,A2Zunifasciatus@@@FL14-10@@@RAD2015092312 copy 9.jpg,A2Z
unknownblack 1,ochsneri,SC,SC15-09,A2Zunknownblack 1@@@SC15-09-01.jpg,A2Zunknownblack 1@@@SC15-09-01.jpg,A2Z
unknownblack 1,ochsneri,SC,SC15-09,A2Zunknownblack 1@@@SC15-09-02.jpg,A2Zunknownblack 1@@@SC15-09-02.jpg,A2Z
unknownblack 1,ochsneri,SC,SC15-09,A2Zunknownblack 1@@@SC15-09-03.jpg,A2Zunknownblack 1@@@SC15-09-03.jpg,A2Z
unknownblack 1,ochsneri,SC,SC15-09,A2Zunknownblack 1@@@SC15-09-04.jpg,A2Zunknownblack 1@@@SC15-09-04.jpg,A2Z
unknownblack 1,ochsneri,SC,SC15-09,A2Zunknownblack 1@@@SC15-09-05.jpg,A2Zunknownblack 1@@@SC15-09-05.jpg,A2Z
unknownblack 1,ochsneri,SC,SC15-09,A2Zunknownblack 1@@@SC15-09-06.jpg,A2Zunknownblack 1@@@SC15-09-06.jpg,A2Z
unknownblack 1,ochsneri,SC,SC15-09,A2Zunknownblack 1@@@SC15-09-07.jpg,A2Zunknownblack 1@@@SC15-09-07.jpg,A2Z
unknownblack 1,ochsneri,SC,SC15-09,A2Zunknownblack 1@@@SC15-09-08.jpg,A2Zunknownblack 1@@@SC15-09-08.jpg,A2Z
unknownblack 1,ochsneri,SC,SC15-09,A2Zunknownblack 1@@@SC15-09-09.jpg,A2Zunknownblack 1@@@SC15-09-09.jpg,A2Z
unknownblack 1,ochsneri,SC,SC15-09,A2Zunknownblack 1@@@SC15-09-10.jpg,A2Zunknownblack 1@@@SC15-09-10.jpg,A2Z
unknownblack 1,ochsneri,SC,SC15-09,A2Zunknownblack 1@@@SC15-09-11.jpg,A2Zunknownblack 1@@@SC15-09-11.jpg,A2Z
unknownblack 1,ochsneri,SC,SC15-09,A2Zunknownblack 1@@@SC15-09-12.jpg,A2Zunknownblack 1@@@SC15-09-12.jpg,A2Z
unknownblack 1,ochsneri,SC,SC15-09,A2Zunknownblack 1@@@SC15-09-13.jpg,A2Zunknownblack 1@@@SC15-09-13.jpg,A2Z
unknownblack 1,ochsneri,SC,SC15-09,A2Zunknownblack 1@@@SC15-09-14.jpg,A2Zunknownblack 1@@@SC15-09-14.jpg,A2Z
unknownblack 2,ochsneri,SC,SC14-14-1,A2Zunknownblack 2@@@SC14-14-1@@@RAD2015092505 copy 1.jpg,A2Zunknownblack 2@@@SC14-14-1@@@RAD2015092505 copy 1.jpg,A2Z
unknownblack 2,ochsneri,SC,SC14-14-1,A2Zunknownblack 2@@@SC14-14-1@@@RAD2015092505 copy 10.jpg,A2Zunknownblack 2@@@SC14-14-1@@@RAD2015092505 copy 10.jpg,A2Z
unknownblack 2,ochsneri,SC,SC14-14-1,A2Zunknownblack 2@@@SC14-14-1@@@RAD2015092505 copy 11.jpg,A2Zunknownblack 2@@@SC14-14-1@@@RAD2015092505 copy 11.jpg,A2Z
unknownblack 2,ochsneri,SC,SC14-14-1,A2Zunknownblack 2@@@SC14-14-1@@@RAD2015092505 copy 12.jpg,A2Zunknownblack 2@@@SC14-14-1@@@RAD2015092505 copy 12.jpg,A2Z
unknownblack 2,ochsneri,SC,SC14-14-1,A2Zunknownblack 2@@@SC14-14-1@@@RAD2015092505 copy 13.jpg,A2Zunknownblack 2@@@SC14-14-1@@@RAD2015092505 copy 13.jpg,A2Z
unknownblack 2,ochsneri,SC,SC14-14-1,A2Zunknownblack 2@@@SC14-14-1@@@RAD2015092505 copy 14.jpg,A2Zunknownblack 2@@@SC14-14-1@@@RAD2015092505 copy 14.jpg,A2Z
unknownblack 2,ochsneri,SC,SC14-14-1,A2Zunknownblack 2@@@SC14-14-1@@@RAD2015092505 copy 15.jpg,A2Zunknownblack 2@@@SC14-14-1@@@RAD2015092505 copy 15.jpg,A2Z
unknownblack 2,ochsneri,SC,SC14-14-1,A2Zunknownblack 2@@@SC14-14-1@@@RAD2015092505 copy 16.jpg,A2Zunknownblack 2@@@SC14-14-1@@@RAD2015092505 copy 16.jpg,A2Z
unknownblack 2,ochsneri,SC,SC14-14-1,A2Zunknownblack 2@@@SC14-14-1@@@RAD2015092505 copy 17.jpg,A2Zunknownblack 2@@@SC14-14-1@@@RAD2015092505 copy 17.jpg,A2Z
unknownblack 2,ochsneri,SC,SC14-14-1,A2Zunknownblack 2@@@SC14-14-1@@@RAD2015092505 copy 18.jpg,A2Zunknownblack 2@@@SC14-14-1@@@RAD2015092505 copy 18.jpg,A2Z
unknownblack 2,ochsneri,SC,SC14-14-1,A2Zunknownblack 2@@@SC14-14-1@@@RAD2015092505 copy 19.jpg,A2Zunknownblack 2@@@SC14-14-1@@@RAD2015092505 copy 19.jpg,A2Z
unknownblack 2,ochsneri,SC,SC14-14-1,A2Zunknownblack 2@@@SC14-14-1@@@RAD2015092505 copy 2.jpg,A2Zunknownblack 2@@@SC14-14-1@@@RAD2015092505 copy 2.jpg,A2Z
unknownblack 2,ochsneri,SC,SC14-14-1,A2Zunknownblack 2@@@SC14-14-1@@@RAD2015092505 copy 20.jpg,A2Zunknownblack 2@@@SC14-14-1@@@RAD2015092505 copy 20.jpg,A2Z
unknownblack 2,ochsneri,SC,SC14-14-1,A2Zunknownblack 2@@@SC14-14-1@@@RAD2015092505 copy 3.jpg,A2Zunknownblack 2@@@SC14-14-1@@@RAD2015092505 copy 3.jpg,A2Z
unknownblack 2,ochsneri,SC,SC14-14-1,A2Zunknownblack 2@@@SC14-14-1@@@RAD2015092505 copy 4.jpg,A2Zunknownblack 2@@@SC14-14-1@@@RAD2015092505 copy 4.jpg,A2Z
unknownblack 2,ochsneri,SC,SC14-14-1,A2Zunknownblack 2@@@SC14-14-1@@@RAD2015092505 copy 5.jpg,A2Zunknownblack 2@@@SC14-14-1@@@RAD2015092505 copy 5.jpg,A2Z
unknownblack 2,ochsneri,SC,SC14-14-1,A2Zunknownblack 2@@@SC14-14-1@@@RAD2015092505 copy 6.jpg,A2Zunknownblack 2@@@SC14-14-1@@@RAD2015092505 copy 6.jpg,A2Z
unknownblack 2,ochsneri,SC,SC14-14-1,A2Zunknownblack 2@@@SC14-14-1@@@RAD2015092505 copy 7.jpg,A2Zunknownblack 2@@@SC14-14-1@@@RAD2015092505 copy 7.jpg,A2Z
